"x","y"
0,0.972055888223553
0.002,0.94810379241517
0.004,0.918163672654691
0.006,0.888223552894212
0.008,0.868263473053892
0.01,0.838323353293413
0.012,0.816367265469062
0.014,0.770459081836327
0.016,0.764471057884232
0.018,0.736526946107784
0.02,0.724550898203593
0.022,0.718562874251497
0.024,0.718562874251497
0.026,0.714570858283433
0.028,0.70059880239521
0.03,0.684630738522954
0.032,0.674650698602794
0.034,0.668662674650699
0.036,0.662674650698603
0.038,0.658682634730539
0.04,0.648702594810379
0.042,0.646706586826347
0.044,0.616766467065868
0.046,0.592814371257485
0.048,0.580838323353293
0.05,0.568862275449102
0.052,0.548902195608782
0.054,0.536926147704591
0.056,0.514970059880239
0.058,0.508982035928144
0.06,0.499001996007984
0.062,0.499001996007984
0.064,0.49500998003992
0.066,0.479041916167665
0.068,0.477045908183633
0.07,0.477045908183633
0.072,0.459081836327345
0.074,0.459081836327345
0.076,0.457085828343313
0.078,0.457085828343313
0.08,0.435129740518962
0.082,0.429141716566866
0.084,0.429141716566866
0.086,0.429141716566866
0.088,0.427145708582834
0.09,0.421157684630739
0.092,0.411177644710579
0.094,0.409181636726547
0.096,0.409181636726547
0.098,0.409181636726547
0.1,0.409181636726547
0.102,0.409181636726547
0.104,0.409181636726547
0.106,0.407185628742515
0.108,0.407185628742515
0.11,0.401197604790419
0.112,0.393213572854291
0.114,0.393213572854291
0.116,0.393213572854291
0.118,0.391217564870259
0.12,0.391217564870259
0.122,0.391217564870259
0.124,0.391217564870259
0.126,0.379241516966068
0.128,0.379241516966068
0.13,0.375249500998004
0.132,0.375249500998004
0.134,0.369261477045908
0.136,0.369261477045908
0.138,0.365269461077844
0.14,0.365269461077844
0.142,0.36127744510978
0.144,0.36127744510978
0.146,0.36127744510978
0.148,0.36127744510978
0.15,0.36127744510978
0.152,0.349301397205589
0.154,0.349301397205589
0.156,0.349301397205589
0.158,0.339321357285429
0.16,0.339321357285429
0.162,0.335329341317365
0.164,0.307385229540918
0.166,0.307385229540918
0.168,0.307385229540918
0.17,0.305389221556886
0.172,0.289421157684631
0.174,0.285429141716567
0.176,0.285429141716567
0.178,0.285429141716567
0.18,0.285429141716567
0.182,0.285429141716567
0.184,0.275449101796407
0.186,0.225548902195609
0.188,0.225548902195609
0.19,0.225548902195609
0.192,0.225548902195609
0.194,0.225548902195609
0.196,0.225548902195609
0.198,0.211576846307385
0.2,0.211576846307385
0.202,0.211576846307385
0.204,0.201596806387226
0.206,0.201596806387226
0.208,0.201596806387226
0.21,0.201596806387226
0.212,0.201596806387226
0.214,0.201596806387226
0.216,0.201596806387226
0.218,0.197604790419162
0.22,0.197604790419162
0.222,0.197604790419162
0.224,0.197604790419162
0.226,0.197604790419162
0.228,0.197604790419162
0.23,0.197604790419162
0.232,0.197604790419162
0.234,0.197604790419162
0.236,0.197604790419162
0.238,0.197604790419162
0.24,0.197604790419162
0.242,0.197604790419162
0.244,0.197604790419162
0.246,0.18562874251497
0.248,0.18562874251497
0.25,0.18562874251497
0.252,0.18562874251497
0.254,0.18562874251497
0.256,0.165668662674651
0.258,0.165668662674651
0.26,0.165668662674651
0.262,0.165668662674651
0.264,0.165668662674651
0.266,0.165668662674651
0.268,0.165668662674651
0.27,0.165668662674651
0.272,0.165668662674651
0.274,0.165668662674651
0.276,0.165668662674651
0.278,0.165668662674651
0.28,0.157684630738523
0.282,0.157684630738523
0.284,0.157684630738523
0.286,0.157684630738523
0.288,0.157684630738523
0.29,0.157684630738523
0.292,0.157684630738523
0.294,0.157684630738523
0.296,0.157684630738523
0.298,0.153692614770459
0.3,0.153692614770459
0.302,0.153692614770459
0.304,0.153692614770459
0.306,0.153692614770459
0.308,0.153692614770459
0.31,0.153692614770459
0.312,0.153692614770459
0.314,0.153692614770459
0.316,0.153692614770459
0.318,0.143712574850299
0.32,0.143712574850299
0.322,0.143712574850299
0.324,0.143712574850299
0.326,0.143712574850299
0.328,0.143712574850299
0.33,0.143712574850299
0.332,0.143712574850299
0.334,0.143712574850299
0.336,0.143712574850299
0.338,0.143712574850299
0.34,0.143712574850299
0.342,0.143712574850299
0.344,0.143712574850299
0.346,0.143712574850299
0.348,0.143712574850299
0.35,0.143712574850299
0.352,0.143712574850299
0.354,0.143712574850299
0.356,0.143712574850299
0.358,0.0958083832335329
0.36,0.0958083832335329
0.362,0.0958083832335329
0.364,0.0958083832335329
0.366,0.0958083832335329
0.368,0.0958083832335329
0.37,0.0958083832335329
0.372,0.0958083832335329
0.374,0.0958083832335329
0.376,0.0958083832335329
0.378,0.0958083832335329
0.38,0.0958083832335329
0.382,0.0958083832335329
0.384,0.0958083832335329
0.386,0.0958083832335329
0.388,0.0958083832335329
0.39,0.0958083832335329
0.392,0.0958083832335329
0.394,0.0958083832335329
0.396,0.0958083832335329
0.398,0.0958083832335329
0.4,0.0958083832335329
0.402,0.0958083832335329
0.404,0.0958083832335329
0.406,0.0878243512974052
0.408,0.0878243512974052
0.41,0.0878243512974052
0.412,0.0878243512974052
0.414,0.0878243512974052
0.416,0.0878243512974052
0.418,0.0878243512974052
0.42,0.0878243512974052
0.422,0.0878243512974052
0.424,0.0878243512974052
0.426,0.0878243512974052
0.428,0.0878243512974052
0.43,0.0878243512974052
0.432,0.0878243512974052
0.434,0.0878243512974052
0.436,0.0878243512974052
0.438,0.0878243512974052
0.44,0.0878243512974052
0.442,0.0878243512974052
0.444,0.0878243512974052
0.446,0.0878243512974052
0.448,0.0878243512974052
0.45,0.0878243512974052
0.452,0.0878243512974052
0.454,0.0878243512974052
0.456,0.0758483033932136
0.458,0.0758483033932136
0.46,0.0758483033932136
0.462,0.0758483033932136
0.464,0.0758483033932136
0.466,0.0758483033932136
0.468,0.0758483033932136
0.47,0.0758483033932136
0.472,0.0758483033932136
0.474,0.0758483033932136
0.476,0.0758483033932136
0.478,0.0758483033932136
0.48,0.0758483033932136
0.482,0.063872255489022
0.484,0.063872255489022
0.486,0.063872255489022
0.488,0.063872255489022
0.49,0.063872255489022
0.492,0.063872255489022
0.494,0.063872255489022
0.496,0.063872255489022
0.498,0.063872255489022
0.5,0.063872255489022
0.502,0.063872255489022
0.504,0.063872255489022
0.506,0.063872255489022
0.508,0.063872255489022
0.51,0.063872255489022
0.512,0.063872255489022
0.514,0.063872255489022
0.516,0.063872255489022
0.518,0.063872255489022
0.52,0.063872255489022
0.522,0.063872255489022
0.524,0.063872255489022
0.526,0.063872255489022
0.528,0.063872255489022
0.53,0.063872255489022
0.532,0.063872255489022
0.534,0.063872255489022
0.536,0.063872255489022
0.538,0.063872255489022
0.54,0.063872255489022
0.542,0.063872255489022
0.544,0.063872255489022
0.546,0.063872255489022
0.548,0.063872255489022
0.55,0.063872255489022
0.552,0.063872255489022
0.554,0.063872255489022
0.556,0.063872255489022
0.558,0.063872255489022
0.56,0.063872255489022
0.562,0.063872255489022
0.564,0.0518962075848303
0.566,0.0518962075848303
0.568,0.0518962075848303
0.57,0.0518962075848303
0.572,0.0518962075848303
0.574,0.0518962075848303
0.576,0.0518962075848303
0.578,0.0518962075848303
0.58,0.0518962075848303
0.582,0.0518962075848303
0.584,0.0518962075848303
0.586,0.0518962075848303
0.588,0.0518962075848303
0.59,0.0518962075848303
0.592,0.0518962075848303
0.594,0.0518962075848303
0.596,0.0518962075848303
0.598,0.0518962075848303
0.6,0.0518962075848303
0.602,0.0518962075848303
0.604,0.0518962075848303
0.606,0.0518962075848303
0.608,0.0518962075848303
0.61,0.0518962075848303
0.612,0.0518962075848303
0.614,0.0518962075848303
0.616,0.0518962075848303
0.618,0.0518962075848303
0.62,0.0518962075848303
0.622,0.0518962075848303
0.624,0.0518962075848303
0.626,0.0459081836327345
0.628,0.0459081836327345
0.63,0.0459081836327345
0.632,0.0459081836327345
0.634,0.0459081836327345
0.636,0.0459081836327345
0.638,0.0459081836327345
0.64,0.0459081836327345
0.642,0.0459081836327345
0.644,0.0459081836327345
0.646,0.0459081836327345
0.648,0.0459081836327345
0.65,0.0459081836327345
0.652,0.0459081836327345
0.654,0.0459081836327345
0.656,0.0459081836327345
0.658,0.0459081836327345
0.66,0.0459081836327345
0.662,0.0459081836327345
0.664,0.0459081836327345
0.666,0.0459081836327345
0.668,0.0459081836327345
0.67,0.0459081836327345
0.672,0.0459081836327345
0.674,0.0459081836327345
0.676,0.0459081836327345
0.678,0.0459081836327345
0.68,0.0459081836327345
0.682,0.0459081836327345
0.684,0.0459081836327345
0.686,0.0459081836327345
0.688,0.0459081836327345
0.69,0.0459081836327345
0.692,0.0459081836327345
0.694,0.0459081836327345
0.696,0.0459081836327345
0.698,0.0459081836327345
0.7,0.0459081836327345
0.702,0.0459081836327345
0.704,0.0459081836327345
0.706,0.0459081836327345
0.708,0.0459081836327345
0.71,0.0459081836327345
0.712,0.0459081836327345
0.714,0.0459081836327345
0.716,0.0459081836327345
0.718,0.0459081836327345
0.72,0.0459081836327345
0.722,0.0459081836327345
0.724,0.0459081836327345
0.726,0.0459081836327345
0.728,0.0459081836327345
0.73,0.0459081836327345
0.732,0.0459081836327345
0.734,0.0459081836327345
0.736,0.0459081836327345
0.738,0.0459081836327345
0.74,0.0459081836327345
0.742,0.0459081836327345
0.744,0.0459081836327345
0.746,0.0459081836327345
0.748,0.0459081836327345
0.75,0.0459081836327345
0.752,0.0459081836327345
0.754,0.0459081836327345
0.756,0.0459081836327345
0.758,0.0459081836327345
0.76,0.0459081836327345
0.762,0.0459081836327345
0.764,0.0459081836327345
0.766,0.0459081836327345
0.768,0.0459081836327345
0.77,0.0459081836327345
0.772,0.0459081836327345
0.774,0.0459081836327345
0.776,0.0459081836327345
0.778,0.0459081836327345
0.78,0.0459081836327345
0.782,0.0459081836327345
0.784,0.0459081836327345
0.786,0.0459081836327345
0.788,0.0459081836327345
0.79,0.0459081836327345
0.792,0.0459081836327345
0.794,0.0459081836327345
0.796,0.0459081836327345
0.798,0.0459081836327345
0.8,0.0459081836327345
0.802,0.0459081836327345
0.804,0.0459081836327345
0.806,0.0459081836327345
0.808,0.0459081836327345
0.81,0.0459081836327345
0.812,0.0459081836327345
0.814,0.0459081836327345
0.816,0.0459081836327345
0.818,0.0459081836327345
0.82,0.0459081836327345
0.822,0.0459081836327345
0.824,0.0459081836327345
0.826,0.0459081836327345
0.828,0.0459081836327345
0.83,0.0459081836327345
0.832,0.0459081836327345
0.834,0.0459081836327345
0.836,0.0459081836327345
0.838,0.0459081836327345
0.84,0.0459081836327345
0.842,0.0459081836327345
0.844,0.0459081836327345
0.846,0.0459081836327345
0.848,0.0459081836327345
0.85,0.0459081836327345
0.852,0.0459081836327345
0.854,0.0459081836327345
0.856,0.0459081836327345
0.858,0.0459081836327345
0.86,0.0459081836327345
0.862,0.0459081836327345
0.864,0.0459081836327345
0.866,0.0459081836327345
0.868,0.0459081836327345
0.87,0.0459081836327345
0.872,0.0459081836327345
0.874,0.0459081836327345
0.876,0.0459081836327345
0.878,0.0459081836327345
0.88,0.0459081836327345
0.882,0.0459081836327345
0.884,0.0459081836327345
0.886,0.0459081836327345
0.888,0.0459081836327345
0.89,0.0459081836327345
0.892,0.0459081836327345
0.894,0.0459081836327345
0.896,0.0459081836327345
0.898,0.0459081836327345
0.9,0.0459081836327345
0.902,0.0459081836327345
0.904,0.0459081836327345
0.906,0.0459081836327345
0.908,0.0459081836327345
0.91,0.0459081836327345
0.912,0.0459081836327345
0.914,0.0459081836327345
0.916,0.0459081836327345
0.918,0.0459081836327345
0.92,0.0459081836327345
0.922,0.0459081836327345
0.924,0.0459081836327345
0.926,0.0459081836327345
0.928,0.0459081836327345
0.93,0.0459081836327345
0.932,0.0459081836327345
0.934,0.0459081836327345
0.936,0.0459081836327345
0.938,0.0459081836327345
0.94,0.0459081836327345
0.942,0.0459081836327345
0.944,0.0459081836327345
0.946,0.0459081836327345
0.948,0.0459081836327345
0.95,0.0459081836327345
0.952,0.0459081836327345
0.954,0.0459081836327345
0.956,0.0459081836327345
0.958,0.0459081836327345
0.96,0.0459081836327345
0.962,0.0459081836327345
0.964,0.0459081836327345
0.966,0.0459081836327345
0.968,0.0459081836327345
0.97,0.0459081836327345
0.972,0.0459081836327345
0.974,0.0459081836327345
0.976,0.0459081836327345
0.978,0.0459081836327345
0.98,0.0459081836327345
0.982,0.0459081836327345
0.984,0.0459081836327345
0.986,0.0459081836327345
0.988,0.0459081836327345
0.99,0.0459081836327345
0.992,0.0459081836327345
0.994,0.0459081836327345
0.996,0.0459081836327345
0.998,0
