"x","y"
0,0.986027944111776
0.002,0.972055888223553
0.004,0.956087824351297
0.006,0.946107784431138
0.008,0.942115768463074
0.01,0.93812375249501
0.012,0.930139720558882
0.014,0.920159680638723
0.016,0.904191616766467
0.018,0.890219560878243
0.02,0.882235528942116
0.022,0.880239520958084
0.024,0.870259481037924
0.026,0.864271457085828
0.028,0.852295409181637
0.03,0.846307385229541
0.032,0.836327345309381
0.034,0.830339321357285
0.036,0.816367265469062
0.038,0.810379241516966
0.04,0.796407185628742
0.042,0.794411177644711
0.044,0.790419161676647
0.046,0.782435129740519
0.048,0.776447105788423
0.05,0.758483033932136
0.052,0.758483033932136
0.054,0.75249500998004
0.056,0.738522954091816
0.058,0.722554890219561
0.06,0.708582834331337
0.062,0.706586826347305
0.064,0.706586826347305
0.066,0.706586826347305
0.068,0.698602794411178
0.07,0.698602794411178
0.072,0.692614770459082
0.074,0.692614770459082
0.076,0.682634730538922
0.078,0.676646706586826
0.08,0.674650698602794
0.082,0.672654690618762
0.084,0.672654690618762
0.086,0.672654690618762
0.088,0.672654690618762
0.09,0.672654690618762
0.092,0.672654690618762
0.094,0.672654690618762
0.096,0.668662674650699
0.098,0.660678642714571
0.1,0.660678642714571
0.102,0.658682634730539
0.104,0.630738522954092
0.106,0.6187624750499
0.108,0.612774451097804
0.11,0.588822355289421
0.112,0.586826347305389
0.114,0.578842315369261
0.116,0.570858283433134
0.118,0.570858283433134
0.12,0.570858283433134
0.122,0.570858283433134
0.124,0.570858283433134
0.126,0.570858283433134
0.128,0.568862275449102
0.13,0.560878243512974
0.132,0.560878243512974
0.134,0.544910179640719
0.136,0.544910179640719
0.138,0.540918163672655
0.14,0.540918163672655
0.142,0.540918163672655
0.144,0.540918163672655
0.146,0.540918163672655
0.148,0.538922155688623
0.15,0.538922155688623
0.152,0.538922155688623
0.154,0.538922155688623
0.156,0.538922155688623
0.158,0.522954091816367
0.16,0.522954091816367
0.162,0.514970059880239
0.164,0.514970059880239
0.166,0.514970059880239
0.168,0.514970059880239
0.17,0.510978043912176
0.172,0.510978043912176
0.174,0.508982035928144
0.176,0.508982035928144
0.178,0.508982035928144
0.18,0.497005988023952
0.182,0.48502994011976
0.184,0.479041916167665
0.186,0.447105788423154
0.188,0.447105788423154
0.19,0.447105788423154
0.192,0.447105788423154
0.194,0.447105788423154
0.196,0.445109780439122
0.198,0.445109780439122
0.2,0.445109780439122
0.202,0.439121756487026
0.204,0.439121756487026
0.206,0.421157684630739
0.208,0.421157684630739
0.21,0.421157684630739
0.212,0.421157684630739
0.214,0.421157684630739
0.216,0.409181636726547
0.218,0.409181636726547
0.22,0.409181636726547
0.222,0.409181636726547
0.224,0.401197604790419
0.226,0.391217564870259
0.228,0.385229540918164
0.23,0.385229540918164
0.232,0.385229540918164
0.234,0.385229540918164
0.236,0.385229540918164
0.238,0.385229540918164
0.24,0.385229540918164
0.242,0.373253493013972
0.244,0.373253493013972
0.246,0.373253493013972
0.248,0.373253493013972
0.25,0.373253493013972
